2024-11-04 12:15:56,780 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-11-04 12:15:56,812 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-11-04 12:15:56,812 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-11-04 12:15:56,812 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-11-04 12:15:56,827 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-11-04 12:15:56,827 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-11-04 12:15:56,827 INFO  SwAddin.cs: 201 - Setting up command manager
2024-11-04 12:15:56,827 INFO  SwAddin.cs: 204 - Adding command manager
2024-11-04 12:15:56,827 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-11-04 12:15:56,827 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-11-04 12:15:56,827 INFO  SwAddin.cs: 210 - Adding event handlers
2024-11-04 12:15:56,843 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-11-04 17:12:13,239 INFO  SwAddin.cs: 294 - Assembly export called for file Gear_gripper_assem_modify
2024-11-04 17:12:13,242 INFO  SwAddin.cs: 299 - Save is required
2024-11-04 17:12:13,242 INFO  SwAddin.cs: 313 - Saving assembly
2024-11-04 17:12:13,598 INFO  SwAddin.cs: 316 - Opening property manager
2024-11-04 17:12:13,612 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Gear_gripper_assem_modify
2024-11-04 17:12:13,617 INFO  ExportHelperExtension.cs: 1136 - Found 80 in Gear_gripper_assem_modify
2024-11-04 17:12:13,618 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in Gear_gripper_assem_modify
2024-11-04 17:12:13,618 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-11-04 17:12:13,619 INFO  ExportHelperExtension.cs: 1160 - 15 components to check
2024-11-04 17:12:13,620 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gear_gripper_0-1
2024-11-04 17:12:13,620 INFO  ExportHelperExtension.cs: 1136 - Found 55 in gear_gripper_0-1
2024-11-04 17:12:13,621 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gear_gripper_0-1
2024-11-04 17:12:13,621 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from rubber-6
2024-11-04 17:12:13,622 INFO  ExportHelperExtension.cs: 1136 - Found 25 in rubber-6
2024-11-04 17:12:13,622 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in rubber-6
2024-11-04 17:12:13,622 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from C-E678ZZ-3
2024-11-04 17:12:13,623 INFO  ExportHelperExtension.cs: 1136 - Found 24 in C-E678ZZ-3
2024-11-04 17:12:13,623 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in C-E678ZZ-3
2024-11-04 17:12:13,624 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gear_bigger_gripper_2-2
2024-11-04 17:12:13,624 INFO  ExportHelperExtension.cs: 1136 - Found 65 in gear_bigger_gripper_2-2
2024-11-04 17:12:13,625 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gear_bigger_gripper_2-2
2024-11-04 17:12:13,625 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gear_gripper_3-2
2024-11-04 17:12:13,625 INFO  ExportHelperExtension.cs: 1136 - Found 59 in gear_gripper_3-2
2024-11-04 17:12:13,626 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gear_gripper_3-2
2024-11-04 17:12:13,626 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Gripper_main_modify-5
2024-11-04 17:12:13,626 INFO  ExportHelperExtension.cs: 1136 - Found 53 in Gripper_main_modify-5
2024-11-04 17:12:13,627 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Gripper_main_modify-5
2024-11-04 17:12:13,627 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Gripper_main_modify2-2
2024-11-04 17:12:13,627 INFO  ExportHelperExtension.cs: 1136 - Found 53 in Gripper_main_modify2-2
2024-11-04 17:12:13,628 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Gripper_main_modify2-2
2024-11-04 17:12:13,628 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gear_gripper_1-2
2024-11-04 17:12:13,628 INFO  ExportHelperExtension.cs: 1136 - Found 73 in gear_gripper_1-2
2024-11-04 17:12:13,629 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gear_gripper_1-2
2024-11-04 17:12:13,629 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gear_bigger_gripper_1_lower-2
2024-11-04 17:12:13,630 INFO  ExportHelperExtension.cs: 1136 - Found 48 in gear_bigger_gripper_1_lower-2
2024-11-04 17:12:13,630 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gear_bigger_gripper_1_lower-2
2024-11-04 17:12:13,630 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gear_bigger_gripper_2_lower-2
2024-11-04 17:12:13,639 INFO  ExportHelperExtension.cs: 1136 - Found 48 in gear_bigger_gripper_2_lower-2
2024-11-04 17:12:13,639 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gear_bigger_gripper_2_lower-2
2024-11-04 17:12:13,640 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from C-E678ZZ-4
2024-11-04 17:12:13,640 INFO  ExportHelperExtension.cs: 1136 - Found 24 in C-E678ZZ-4
2024-11-04 17:12:13,641 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in C-E678ZZ-4
2024-11-04 17:12:13,641 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from C-E678ZZ-5
2024-11-04 17:12:13,641 INFO  ExportHelperExtension.cs: 1136 - Found 24 in C-E678ZZ-5
2024-11-04 17:12:13,642 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in C-E678ZZ-5
2024-11-04 17:12:13,642 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from XM430-W350_R_Dynamixel-5
2024-11-04 17:12:13,642 INFO  ExportHelperExtension.cs: 1136 - Found 33 in XM430-W350_R_Dynamixel-5
2024-11-04 17:12:13,643 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in XM430-W350_R_Dynamixel-5
2024-11-04 17:12:13,643 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from C-E6800ZZ-2
2024-11-04 17:12:13,643 INFO  ExportHelperExtension.cs: 1136 - Found 24 in C-E6800ZZ-2
2024-11-04 17:12:13,644 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in C-E6800ZZ-2
2024-11-04 17:12:13,644 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from rubber-7
2024-11-04 17:12:13,644 INFO  ExportHelperExtension.cs: 1136 - Found 25 in rubber-7
2024-11-04 17:12:13,645 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in rubber-7
2024-11-04 17:12:13,645 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Gear_gripper_assem_modify
2024-11-04 17:12:13,646 INFO  ExportHelperExtension.cs: 1136 - Found 80 in Gear_gripper_assem_modify
2024-11-04 17:12:13,646 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in Gear_gripper_assem_modify
2024-11-04 17:12:13,646 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-11-04 17:12:13,647 INFO  ExportHelperExtension.cs: 1160 - 15 components to check
2024-11-04 17:12:13,647 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gear_gripper_0-1
2024-11-04 17:12:13,647 INFO  ExportHelperExtension.cs: 1136 - Found 55 in gear_gripper_0-1
